training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/dynamics/dynamics_loss,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/dynamics/dynamics_loss,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,step
1.023458,-7.8193274,0.023457982,0.116954796,84.52466,1.0,-84.52466,1.0,0.5872213,142.26578,-110.69283,565.3094,410.12112,1341.689,107.46889,0.0,0.05170024,2.3502712,0.8404118,0.0016784668,222.66254,-0.37857917,421.25427,421.63284,1.0240147,-8.004908,0.024014723,0.1633499,91.417366,1.0,-91.417366,1.0,0.76334095,411.0254,1273.936,101.622604,0.0,1.4790165,33.727356,0.99562407,0.004767418,222.65764,-318.18146,422.15826,740.3397,630000
1.0234939,-7.8312902,0.023493873,0.11994563,88.36236,1.0,-88.36236,1.0,0.5723083,98.49123,-79.42803,420.5195,407.59412,1531.4529,113.67432,0.0,0.051929567,2.168869,0.87972426,0.0046577454,221.59456,-0.4275814,418.67386,419.10144,1.0239394,-7.9798098,0.02393943,0.1570754,93.50464,1.0,-93.50464,1.0,0.7628153,404.2821,1246.7146,110.870094,0.0,0.58924353,13.030464,0.976521,0.0043754578,221.58609,-119.48886,415.36142,534.8503,660000
1.0235091,-7.836395,0.023509184,0.1212216,82.80844,0.99999994,-82.80844,1.0,0.5488658,60.169765,-46.950455,403.13663,406.9383,1405.7245,113.00657,0.0,0.043989524,2.358696,0.8374232,0.0044898987,227.25227,1.3658944,418.3009,416.935,1.0240315,-8.010496,0.02403149,0.16474706,90.25403,1.0,-90.25403,1.0,0.74441075,411.94202,1297.9507,99.213936,0.0,0.44600302,9.86924,0.96782625,0.0021362305,227.24348,-89.989105,423.30417,513.2933,690000
1.0234506,-7.81686,0.023450581,0.11633808,85.72869,1.0,-85.72869,1.0,0.5514798,29.34456,-32.786324,291.85992,415.11975,1392.712,98.057274,0.0,0.041288927,1.9362221,0.81465685,0.0023943782,235.37257,2.0503478,426.8884,424.83804,1.0239745,-7.9915314,0.023974594,0.1600059,85.037125,1.0,-85.037125,1.0,0.72490764,411.274,1062.2955,100.734924,0.0,1.4802079,28.814209,0.991155,0.0047693253,235.36742,-336.62436,423.04233,759.6667,720000
1.0234436,-7.8145313,0.023443595,0.115755804,88.347336,1.0,-88.347336,1.0,0.59471595,61.689995,-88.85836,503.2367,415.46527,1509.9858,100.96112,0.0,0.053990338,2.938568,0.86550415,0.0025863647,225.94539,-0.9015983,426.7625,427.66412,1.0239797,-7.9931984,0.023979595,0.16042256,92.62448,1.0000001,-92.62448,1.0,0.84009564,403.06854,1351.4752,113.77405,0.0,0.60300225,10.752007,0.97665787,0.0042135715,225.94237,-124.94663,414.3657,539.3123,750000
1.0234187,-7.8062234,0.023418669,0.113678694,84.18536,1.0,-84.18536,1.0,0.58839715,66.425735,-81.69353,469.4926,414.81702,1419.0085,102.53226,0.0,0.04712147,2.487503,0.8480104,0.004266739,220.7702,0.63549405,425.85553,425.22003,1.0240071,-8.002367,0.0240071,0.16271466,90.17769,1.0,-90.17769,1.0,1.068634,415.3365,1291.3843,96.80197,0.0,3.8363388,47.575813,1.1093457,0.004119873,220.77074,-835.9128,426.37506,1262.2878,780000
1.0234209,-7.8069673,0.023420902,0.113864794,86.73807,1.0,-86.73807,1.0,0.5455691,93.203606,-79.762955,412.14355,408.90222,1473.6425,109.00752,0.0,0.047639444,2.3562298,0.8633605,0.0057678223,225.46387,0.5322201,420.1754,419.6432,1.0239538,-7.984634,0.023953902,0.15828142,89.99351,0.99999994,-89.99351,1.0,0.8640365,412.61005,1246.1177,100.48076,0.0,1.2789042,21.248924,1.0021203,0.005695343,225.44398,-277.04907,423.8822,700.9313,810000
1.0234249,-7.808276,0.023424828,0.114192046,85.29046,1.0,-85.29046,1.0,0.51009077,30.85598,-49.118565,339.18008,403.18085,1496.2015,118.78422,0.0,0.049321488,2.1162949,0.8504063,0.0041627884,219.6494,0.14903502,414.16333,414.01428,1.0238676,-7.955867,0.0238676,0.1510896,92.48949,1.0,-92.48949,1.0,0.9161148,406.6291,1284.7771,108.17474,0.0,4.057311,43.446815,1.0847701,0.006061554,219.65579,-880.22906,417.61188,1297.841,840000
1.0234793,-7.8264647,0.023479393,0.11873904,88.741974,1.0,-88.741974,1.0,0.54919195,115.3825,-133.3278,621.9764,401.7284,1474.9943,122.93703,0.0,0.056438882,2.275032,0.8589567,0.0031929016,224.58896,-1.4461017,412.95782,414.40393,1.0238978,-7.96592,0.02389776,0.15360296,90.26309,1.0,-90.26309,1.0,0.9764073,403.69794,1371.3345,115.50482,0.0,0.5252726,10.478413,0.98897207,0.0032730103,224.61348,-106.75263,414.92865,521.6813,870000
1.0234283,-7.8094463,0.02342834,0.11448459,87.84887,1.0,-87.84887,1.0,0.55392075,160.03223,-250.72656,1064.1287,409.71814,1452.1144,112.867226,0.0,0.050224833,3.9156952,0.82855034,0.0029125214,221.31566,-0.04975894,420.7839,420.83368,1.0239096,-7.9698544,0.023909563,0.15458657,93.79442,1.0,-93.79442,1.0,1.0936259,405.4289,1273.6497,113.09212,0.0,0.4973588,11.407051,1.0070268,0.009269714,221.31673,-99.00798,416.4947,515.5027,900000
1.0234652,-7.8217316,0.023465194,0.11755583,87.117966,1.0,-87.117966,1.0,0.5731162,30.367363,-90.916435,398.96817,411.19046,1489.7054,107.334656,0.0,0.049118493,2.2007504,0.8473145,0.0060782433,222.65637,0.19627337,422.32327,422.127,1.0239232,-7.974403,0.023923207,0.15572363,90.56041,1.0,-90.56041,1.0,0.8121087,411.3481,1239.8779,103.07405,0.0,0.3808019,9.207478,0.9770428,0.009685516,222.65637,-73.65514,422.48093,496.13608,930000
1.023448,-7.816,0.023448002,0.11612296,86.800705,1.0,-86.800705,1.0,0.6597944,126.90171,-59.86118,475.81406,407.0574,1536.1367,114.32567,0.0,0.049530454,2.345337,0.86599874,0.0040664673,223.33775,0.10486752,418.22427,418.11942,1.0240023,-8.000776,0.024002327,0.16231684,95.32385,1.0,-95.32385,1.0,1.0073535,403.5932,1475.1648,117.00343,0.0,3.646534,36.063507,1.1259762,0.0029459,223.35567,-803.3063,414.76086,1218.0671,960000
1.0234638,-7.82129,0.023463871,0.1174455,83.79344,1.0,-83.79344,1.0,0.5213362,40.48955,-23.191944,307.43988,416.0633,1617.6418,101.491295,0.0,0.04691706,2.264595,0.8399797,0.003616333,224.22653,0.69127744,427.27463,426.58334,1.0239666,-7.988864,0.023966592,0.15933898,91.56821,1.0,-91.56821,1.0,0.9675801,415.7658,1487.1482,93.961334,0.0,3.5483186,47.99009,1.0793374,0.0041007996,224.22256,-784.402,426.97693,1211.3789,990000
